"index","year","first_name","sex","num"
"844","1924","Anna","F","13077"
"845","2013","Anna","F","5383"
"846","1990","Anna","F","7291"
"847","1937","Anna","F","5449"
"848","1996","Anna","F","8571"
"849","1997","Anna","F","8341"
"850","1999","Anna","F","9107"
"851","1925","Anna","F","12251"
"852","1934","Anna","F","6681"
"853","1991","Anna","F","7119"
"854","1935","Anna","F","6162"
"855","2015","Anna","F","5136"
"856","1998","Anna","F","8381"
"857","1936","Anna","F","5725"
"858","1963","Anne","F","5328"
"859","1964","Anne","F","5415"
"860","1958","Anne","F","5453"
"861","1953","Anne","F","5256"
"862","1962","Anne","F","5270"
"863","1954","Anne","F","5299"
"864","1961","Anne","F","5521"
"865","1955","Anne","F","5219"
"866","1960","Anne","F","5632"
"867","1957","Anne","F","5484"
"868","1956","Anne","F","5352"
"869","1959","Anne","F","5742"
"870","1952","Anne","F","5257"
"871","1962","Annette","F","6076"
"872","1964","Annette","F","6190"
"873","1960","Annette","F","7133"
"874","1961","Annette","F","6199"
"875","1959","Annette","F","6918"
"876","1963","Annette","F","6046"
"877","1958","Annette","F","6133"
"878","1965","Annette","F","5259"
"879","1931","Annie","F","5089"
"880","1926","Annie","F","6876"
"881","1923","Annie","F","7095"
"882","1930","Annie","F","5755"
"883","1924","Annie","F","7350"
"884","1928","Annie","F","6328"
"885","1920","Annie","F","7269"
"886","1925","Annie","F","7350"
"887","1921","Annie","F","7209"
"888","1933","Annie","F","5123"
"889","1927","Annie","F","6561"
"890","1934","Annie","F","5016"
"891","1922","Annie","F","7476"
"892","1929","Annie","F","5954"
"893","1932","Annie","F","5386"
"894","1976","Anthony","M","16609"
"895","1963","Anthony","M","20240"
"896","1958","Anthony","M","17428"
"897","1924","Anthony","M","5192"
"898","1977","Anthony","M","16803"
"899","1947","Anthony","M","8014"
"900","2001","Anthony","M","19736"
"901","1989","Anthony","M","24424"
"902","1953","Anthony","M","11695"
"903","2020","Anthony","M","6966"
"904","1962","Anthony","M","20107"
"905","1991","Anthony","M","24442"
"906","1992","Anthony","M","23166"
"907","1988","Anthony","M","23637"
"908","1978","Anthony","M","16813"
"909","1969","Anthony","M","20908"
"910","1996","Anthony","M","20504"
"911","1967","Anthony","M","20883"
"912","2019","Anthony","M","7679"
"913","1998","Anthony","M","19633"
"914","2017","Anthony","M","8850"
"915","1956","Anthony","M","15558"
"916","1941","Anthony","M","5241"
"917","1972","Anthony","M","17458"
"918","1979","Anthony","M","17524"
"919","1954","Anthony","M","13125"
"920","1999","Anthony","M","19470"
"921","1987","Anthony","M","23128"
"922","2008","Anthony","M","18406"
"923","2009","Anthony","M","16315"
"924","2007","Anthony","M","19630"
"925","2003","Anthony","M","20148"
"926","1990","Anthony","M","25080"
"927","1986","Anthony","M","21955"
"928","1980","Anthony","M","17615"
"929","1959","Anthony","M","17953"
"930","1946","Anthony","M","6773"
"931","1923","Anthony","M","5120"
"932","2016","Anthony","M","9879"
"933","2013","Anthony","M","12275"
"934","1995","Anthony","M","20481"
"935","1993","Anthony","M","21785"
"936","1961","Anthony","M","20190"
"937","1921","Anthony","M","5239"
"938","1971","Anthony","M","19229"
"939","2006","Anthony","M","19408"
"940","1942","Anthony","M","6210"
"941","2005","Anthony","M","19381"
"942","2015","Anthony","M","10639"
"943","1951","Anthony","M","9843"
"944","1981","Anthony","M","18583"
"945","1985","Anthony","M","22088"
"946","2014","Anthony","M","11590"
"947","1945","Anthony","M","5685"
"948","1975","Anthony","M","16497"
"949","1943","Anthony","M","6204"
"950","1964","Anthony","M","20134"
"951","1965","Anthony","M","20338"
"952","2000","Anthony","M","19652"
"953","1970","Anthony","M","21185"
"954","1955","Anthony","M","14177"
"955","2011","Anthony","M","14277"
"956","2018","Anthony","M","8028"
"957","1950","Anthony","M","8613"
"958","1994","Anthony","M","21600"
"959","1926","Anthony","M","5060"
"960","1922","Anthony","M","5092"
"961","1983","Anthony","M","19833"
"962","1960","Anthony","M","19505"
"963","2012","Anthony","M","13207"
"964","1974","Anthony","M","16391"
"965","1925","Anthony","M","5040"
"966","1952","Anthony","M","11186"
"967","1968","Anthony","M","20235"
"968","1948","Anthony","M","7880"
"969","2004","Anthony","M","19608"
"970","2010","Anthony","M","15500"
"971","2002","Anthony","M","19590"
"972","1966","Anthony","M","20627"
"973","1949","Anthony","M","8452"
"974","1973","Anthony","M","16420"
"975","1997","Anthony","M","20031"
"976","1984","Anthony","M","20960"
"977","1944","Anthony","M","5604"
"978","1957","Anthony","M","17045"
"979","1982","Anthony","M","19648"
"980","1997","Antonio","M","5069"
"981","1999","Antonio","M","5028"
"982","1977","April","F","8068"
"983","1975","April","F","8244"
"984","1976","April","F","7761"
"985","1973","April","F","7263"
"986","1978","April","F","9589"
"987","1979","April","F","10904"
"988","1972","April","F","6121"
"989","1980","April","F","11475"
"990","1981","April","F","11403"
"991","1971","April","F","5938"
"992","1982","April","F","10061"
"993","1983","April","F","8207"
"994","1984","April","F","7565"
"995","1985","April","F","6691"
"996","1986","April","F","5675"
"997","1987","April","F","5296"
"998","1974","April","F","8453"
"999","2019","Aria","F","7087"
"1000","2017","Aria","F","7157"
"1001","2018","Aria","F","7417"
"1002","2015","Aria","F","6411"
"1003","2016","Aria","F","6941"
"1004","2013","Aria","F","5114"
"1005","2020","Aria","F","6093"
"1006","2014","Aria","F","5925"
"1007","2014","Ariana","F","5497"
"1008","2014","Arianna","F","5270"
"1009","1991","Ariel","F","5410"
"1010","1950","Arthur","M","7161"
"1011","1930","Arthur","M","8285"
"1012","1922","Arthur","M","10115"
"1013","1953","Arthur","M","6996"
"1014","1960","Arthur","M","5193"
"1015","1934","Arthur","M","6442"
"1016","1945","Arthur","M","6800"
"1017","1955","Arthur","M","6577"
"1018","1943","Arthur","M","7783"
"1019","1928","Arthur","M","8879"
"1020","1959","Arthur","M","5466"
"1021","1937","Arthur","M","6316"
"1022","1923","Arthur","M","9923"
"1023","1938","Arthur","M","6526"
"1024","1933","Arthur","M","6524"
"1025","1946","Arthur","M","7537"
"1026","1935","Arthur","M","6548"
"1027","1942","Arthur","M","8027"
"1028","1921","Arthur","M","10527"
"1029","1954","Arthur","M","6859"
"1030","1952","Arthur","M","7232"
"1031","1920","Arthur","M","10236"
"1032","1927","Arthur","M","9340"
"1033","1926","Arthur","M","9465"
"1034","1925","Arthur","M","9986"
"1035","1949","Arthur","M","7477"
"1036","1957","Arthur","M","6061"
"1037","1941","Arthur","M","6738"
"1038","1932","Arthur","M","6917"
"1039","1958","Arthur","M","5666"
"1040","1929","Arthur","M","8472"
"1041","1924","Arthur","M","10172"
"1042","1956","Arthur","M","6278"
"1043","1947","Arthur","M","8252"
"1044","1931","Arthur","M","7524"
"1045","1936","Arthur","M","6264"
"1046","1940","Arthur","M","6508"
"1047","1951","Arthur","M","7414"
"1048","1948","Arthur","M","7583"
"1049","1944","Arthur","M","7256"
"1050","1939","Arthur","M","6380"
"1051","2016","Asher","M","5513"
"1052","2020","Asher","M","7606"
"1053","2019","Asher","M","7014"
"1054","2017","Asher","M","6044"
"1055","2015","Asher","M","5128"
"1056","2018","Asher","M","6851"
"1057","2002","Ashley","F","15343"
"1058","1993","Ashley","F","34851"
"1059","1997","Ashley","F","20896"
"1060","2008","Ashley","F","9405"
"1061","1996","Ashley","F","23678"
"1062","1983","Ashley","F","33295"
"1063","2005","Ashley","F","13274"
"1064","2003","Ashley","F","14517"
"1065","1990","Ashley","F","45560"
"1066","1992","Ashley","F","38455"
"1067","1999","Ashley","F","18136"
"1068","1995","Ashley","F","26600"
"1069","1985","Ashley","F","47006"
"1070","1994","Ashley","F","30281"
"1071","2009","Ashley","F","7813"
"1072","1989","Ashley","F","47589"
"1073","1982","Ashley","F","14857"
"1074","1986","Ashley","F","49676"
"1075","2011","Ashley","F","5399"
"1076","2001","Ashley","F","16528"
"1077","1984","Ashley","F","38773"
"1078","2007","Ashley","F","11426"
"1079","1991","Ashley","F","43479"
"1080","1981","Ashley","F","8879"
"1081","2004","Ashley","F","14373"
"1082","1998","Ashley","F","19873"
"1083","2010","Ashley","F","6314"
"1084","2000","Ashley","F","17997"
"1085","1987","Ashley","F","54853"
"1086","1980","Ashley","F","7297"
"1087","2006","Ashley","F","12348"
"1088","1988","Ashley","F","49967"
"1089","2004","Ashton","M","5436"
"1090","2014","Aubrey","F","7628"
"1091","2013","Aubrey","F","7973"
"1092","2017","Aubrey","F","5919"
"1093","2008","Aubrey","F","5566"
"1094","2011","Aubrey","F","7179"
"1095","2016","Aubrey","F","6544"
"1096","2009","Aubrey","F","5406"
"1097","2018","Aubrey","F","5200"
"1098","2010","Aubrey","F","5361"
"1099","2015","Aubrey","F","7389"
"1100","2012","Aubrey","F","8055"
"1101","2007","Audrey","F","5249"
"1102","2011","Audrey","F","5212"
"1103","2013","Audrey","F","5601"
"1104","2008","Audrey","F","5442"
"1105","2015","Audrey","F","5606"
"1106","2014","Audrey","F","5565"
"1107","2016","Audrey","F","5361"
"1108","2009","Audrey","F","5008"
"1109","2012","Audrey","F","5297"
"1110","2020","Aurora","F","5184"
"1111","2012","Austin","M","7005"
"1112","1990","Austin","M","7912"
"1113","1991","Austin","M","9054"
"1114","1989","Austin","M","6884"
"1115","1988","Austin","M","5587"
"1116","1992","Austin","M","11456"
"1117","1993","Austin","M","17581"
"1118","1994","Austin","M","23190"
"1119","1995","Austin","M","25904"
"1120","1996","Austin","M","25661"
"1121","1997","Austin","M","25118"
"1122","1998","Austin","M","23477"
"1123","1999","Austin","M","20767"
"1124","2000","Austin","M","15944"
"1125","2001","Austin","M","14955"
"1126","2002","Austin","M","14541"
"1127","2003","Austin","M","11689"
"1128","2004","Austin","M","10745"
"1129","2017","Austin","M","5050"
"1130","2005","Austin","M","10111"
"1131","2006","Austin","M","10290"
"1132","2007","Austin","M","9195"
"1133","2008","Austin","M","7986"
"1134","2016","Austin","M","5362"
"1135","2009","Austin","M","7286"
"1136","2010","Austin","M","6904"
"1137","2011","Austin","M","7031"
"1138","2013","Austin","M","6490"
"1139","2015","Austin","M","5811"
"1140","2014","Austin","M","6309"
"1141","2016","Ava","F","16325"
"1142","2007","Ava","F","18052"
"1143","2008","Ava","F","17042"
"1144","2019","Ava","F","14474"
"1145","2005","Ava","F","13605"
"1146","2018","Ava","F","14985"
"1147","2014","Ava","F","15709"
"1148","2017","Ava","F","15988"
"1149","2009","Ava","F","15873"
"1150","2011","Ava","F","15506"
"1151","2003","Ava","F","6280"
"1152","2010","Ava","F","15436"
"1153","2020","Ava","F","13084"
"1154","2013","Ava","F","15256"
"1155","2004","Ava","F","8644"
"1156","2012","Ava","F","15541"
"1157","2006","Ava","F","16940"
"1158","2015","Ava","F","16386"
"1159","2019","Avery","F","7327"
"1160","2007","Avery","F","5383"
"1161","2008","Avery","F","5829"
"1162","2013","Avery","F","9178"
"1163","2006","Avery","F","5250"
"1164","2009","Avery","F","6298"
"1165","2016","Avery","F","8768"
"1166","2020","Avery","F","6698"
"1167","2010","Avery","F","6676"
"1168","2011","Avery","F","7342"
"1169","2018","Avery","F","8088"
"1170","2012","Avery","F","8315"
"1171","2017","Avery","F","8219"
"1172","2014","Avery","F","9574"
"1173","2015","Avery","F","9348"
"1174","2012","Ayden","M","6228"
"1175","2010","Ayden","M","5137"
"1176","2008","Ayden","M","5056"
"1177","2013","Ayden","M","6074"
"1178","2011","Ayden","M","6125"
"1179","2014","Ayden","M","5624"
"1180","1998","Bailey","F","5196"
"1181","1997","Bailey","F","5023"
"1182","1946","Barbara","F","45123"
"1183","1957","Barbara","F","29689"
"1184","1947","Barbara","F","48794"
"1185","1927","Barbara","F","13160"
"1186","1937","Barbara","F","34912"
"1187","1925","Barbara","F","9156"
"1188","1967","Barbara","F","11204"
"1189","1953","Barbara","F","38474"
"1190","1966","Barbara","F","13123"
"1191","1920","Barbara","F","5106"
"1192","1965","Barbara","F","14026"
"1193","1935","Barbara","F","30697"
"1194","1968","Barbara","F","9740"
"1195","1921","Barbara","F","6013"
"1196","1928","Barbara","F","14873"
"1197","1942","Barbara","F","44735"
"1198","1929","Barbara","F","16039"
"1199","1939","Barbara","F","37261"
"1200","1964","Barbara","F","16480"
"1201","1943","Barbara","F","43432"
"1202","1969","Barbara","F","8814"
"1203","1959","Barbara","F","25358"
"1204","1970","Barbara","F","8027"
"1205","1922","Barbara","F","6272"
"1206","1932","Barbara","F","26315"
"1207","1951","Barbara","F","40619"
"1208","1944","Barbara","F","39196"
"1209","1936","Barbara","F","31684"
"1210","1971","Barbara","F","6451"
"1211","1950","Barbara","F","41553"
"1212","1933","Barbara","F","26949"
"1213","1963","Barbara","F","18290"
"1214","1945","Barbara","F","38274"
"1215","1956","Barbara","F","32299"
"1216","1952","Barbara","F","39865"
"1217","1972","Barbara","F","5080"
"1218","1923","Barbara","F","7209"
"1219","1931","Barbara","F","21798"
"1220","1960","Barbara","F","24444"
"1221","1954","Barbara","F","36370"
"1222","1938","Barbara","F","39276"
"1223","1941","Barbara","F","39539"
"1224","1940","Barbara","F","36735"
"1225","1926","Barbara","F","11080"
"1226","1924","Barbara","F","8305"
"1227","1949","Barbara","F","42601"
"1228","1961","Barbara","F","22991"
"1229","1958","Barbara","F","27877"
"1230","1934","Barbara","F","29237"
"1231","1962","Barbara","F","20642"
"1232","1930","Barbara","F","18280"
"1233","1955","Barbara","F","33608"
"1234","1948","Barbara","F","46826"
"1235","1956","Barry","M","5982"
"1236","1952","Barry","M","5506"
"1237","1957","Barry","M","5790"
"1238","1954","Barry","M","5844"
"1239","1963","Barry","M","5952"
"1240","1947","Barry","M","5472"
"1241","1962","Barry","M","6582"
"1242","1955","Barry","M","5602"
"1243","1961","Barry","M","6216"
"1244","1960","Barry","M","5736"
"1245","1964","Barry","M","5368"
"1246","1959","Barry","M","5600"
"1247","1951","Barry","M","5285"
"1248","1958","Barry","M","5318"
"1249","1953","Barry","M","5181"
"1250","1921","Beatrice","F","5968"
"1251","1922","Beatrice","F","5476"
"1252","1920","Beatrice","F","5804"
"1253","1923","Beatrice","F","5464"
"1254","1924","Beatrice","F","5271"
"1255","2010","Bella","F","5127"
"1256","1997","Benjamin","M","13267"
"1257","2012","Benjamin","M","12825"
"1258","2019","Benjamin","M","12980"
"1259","1975","Benjamin","M","9550"
"1260","1979","Benjamin","M","12520"
"1261","2008","Benjamin","M","12954"
"1262","2004","Benjamin","M","13821"
"1263","2015","Benjamin","M","13716"
"1264","1999","Benjamin","M","13665"
"1265","2006","Benjamin","M","13759"
"1266","2011","Benjamin","M","13070"
"1267","1984","Benjamin","M","13268"
"1268","2014","Benjamin","M","13813"
"1269","2000","Benjamin","M","14842"
"1270","1985","Benjamin","M","13430"
"1271","1993","Benjamin","M","12680"
"1272","2007","Benjamin","M","13278"
"1273","2001","Benjamin","M","14335"
"1274","2020","Benjamin","M","12136"
"1275","1986","Benjamin","M","13802"
"1276","1987","Benjamin","M","14889"
"1277","2010","Benjamin","M","12433"
"1278","2018","Benjamin","M","13450"
"1279","2003","Benjamin","M","14073"
"1280","2002","Benjamin","M","13487"
"1281","2005","Benjamin","M","13577"
"1282","1977","Benjamin","M","12108"
"1283","1996","Benjamin","M","13780"
"1284","1988","Benjamin","M","15189"
"1285","1978","Benjamin","M","11417"
"1286","2009","Benjamin","M","13120"
"1287","1976","Benjamin","M","10681"
"1288","1974","Benjamin","M","7186"
"1289","1980","Benjamin","M","13637"
"1290","2016","Benjamin","M","14661"
"1291","1998","Benjamin","M","13061"
"1292","2013","Benjamin","M","13501"
"1293","1992","Benjamin","M","13451"
"1294","1995","Benjamin","M","12717"
"1295","1981","Benjamin","M","14361"
"1296","1973","Benjamin","M","5234"
"1297","1991","Benjamin","M","13874"
"1298","2017","Benjamin","M","13838"
"1299","1982","Benjamin","M","13825"
"1300","1989","Benjamin","M","15731"
"1301","1994","Benjamin","M","12791"
"1302","1990","Benjamin","M","14626"
"1303","1983","Benjamin","M","13287"
"1304","2012","Bentley","M","5881"
"1305","2011","Bentley","M","5579"
"1306","2013","Bentley","M","5384"
"1307","1924","Bernice","F","6033"
"1308","1926","Bernice","F","5442"
"1309","1922","Bernice","F","5912"
"1310","1927","Bernice","F","5306"
